Name,Publisher,Platform,Genre,Release_Year,NA_Sales,EU_Sales,JP_Sales,Other_Sales
Planet 51,Sega,DS,Action,2009.0,0.22,0.14,0.0,0.04
Planet 51,Sega,PS3,Action,2009.0,0.07,0.03,0.0,0.01
Planet 51,Sega,Wii,Action,2009.0,0.17,0.01,0.0,0.02
Planet 51,Sega,X360,Action,2009.0,0.07,0.03,0.0,0.01
Planet Monsters,Titus,GBA,Action,2001.0,0.01,0.0,0.0,0.0
Planet Puzzle League,Nintendo,DS,Puzzle,2007.0,0.14,0.01,0.16,0.01
Planet of the Apes,Ubisoft,GBA,Action,2001.0,0.02,0.01,0.0,0.0
Planetarian: Chiisana Hoshi no Yume,Prototype,PSP,Adventure,2009.0,0.0,0.0,0.02,0.0
Planetarium Creator Ohira Takayuki Kanshuu: HomeStar Portable - 21st Century Star Navigator,Sega,PSP,Misc,2006.0,0.0,0.0,0.02,0.0
Plants vs. Zombies,Mastertronic,DS,Strategy,2011.0,0.9,0.12,0.0,0.08
Plants vs. Zombies,PopCap Games,PC,Strategy,2009.0,0.0,0.04,0.0,0.01
Plants vs. Zombies,PopCap Games,PS3,Strategy,2011.0,0.18,0.0,0.0,0.02
Plants vs. Zombies,PopCap Games,X360,Strategy,2010.0,0.24,0.0,0.0,0.02
Plants vs. Zombies: Garden Warfare,Electronic Arts,PC,Shooter,2014.0,0.0,0.02,0.0,0.0
Plants vs. Zombies: Garden Warfare,Electronic Arts,PS3,Shooter,2014.0,0.22,0.32,0.01,0.11
Plants vs. Zombies: Garden Warfare,Electronic Arts,PS4,Shooter,2014.0,0.21,0.29,0.01,0.1
Plants vs. Zombies: Garden Warfare,Electronic Arts,X360,Shooter,2014.0,0.51,0.47,0.0,0.09
Plants vs. Zombies: Garden Warfare,Electronic Arts,XOne,Shooter,2014.0,0.39,0.23,0.0,0.06
Plants vs. Zombies: Garden Warfare 2,Electronic Arts,PC,Shooter,2016.0,0.0,0.04,0.0,0.0
Plants vs. Zombies: Garden Warfare 2,Electronic Arts,PS4,Shooter,2016.0,0.2,0.21,0.0,0.08
Plants vs. Zombies: Garden Warfare 2,Electronic Arts,XOne,Shooter,2016.0,0.29,0.15,0.0,0.04
Platinum Sudoku,Ubisoft,DS,Puzzle,2007.0,0.03,0.01,0.0,0.0
Platypus,Funsta,PSP,Shooter,2006.0,0.02,0.0,0.0,0.0
PlayStation All-Stars Battle Royale,Sony Computer Entertainment,PS3,Action,2012.0,0.5,0.27,0.04,0.15
PlayStation All-Stars Battle Royale,Sony Computer Entertainment,PSV,Action,2012.0,0.21,0.14,0.01,0.09
PlayStation Move Heroes,Sony Computer Entertainment,PS3,Platform,2011.0,0.08,0.06,0.0,0.03
Playboy: The Mansion,Ubisoft,PS2,Simulation,2005.0,0.1,0.08,0.0,0.03
Playboy: The Mansion,Ubisoft,XB,Simulation,2005.0,0.07,0.02,0.0,0.0
Playmobil Circus,Mindscape,Wii,Action,2009.0,0.06,0.02,0.0,0.01
Playmobil Knights,Mindscape,DS,Action,2009.0,0.04,0.01,0.0,0.0
Playmobil Pirates,Mindscape,DS,Action,2009.0,0.07,0.0,0.0,0.01
Playmobil Top Agents,JoWood Productions,DS,Action,2010.0,0.0,0.03,0.0,0.0
Plushees,Destineer,DS,Simulation,2008.0,0.01,0.0,0.0,0.0
PoPoLoCrois,Ignition Entertainment,PSP,Role-Playing,2005.0,0.05,0.0,0.0,0.0
PoPoLoCrois (JP sales),Ignition Entertainment,PSP,Role-Playing,2005.0,0.0,0.0,0.08,0.0
PoPoLoCrois Monogatari,Sony Computer Entertainment,PS,Role-Playing,1996.0,0.0,0.0,0.46,0.03
PoPoLoCrois Monogatari II,Sony Computer Entertainment,PS,Role-Playing,2000.0,0.0,0.0,0.2,0.01
PoPoLoCrois: Hajimari no Bouken,Sony Computer Entertainment,PS2,Role-Playing,2002.0,0.0,0.0,0.16,0.0
Pocket Dogs,Agatsuma Entertainment,GBA,Misc,2004.0,0.06,0.02,0.0,0.0
Pocket Fighter,Capcom,SAT,Fighting,1998.0,0.0,0.0,0.03,0.0
Pocket Fighter,Virgin Interactive,PS,Fighting,1997.0,0.06,0.04,0.12,0.01
Pocket Monsters Stadium,Nintendo,N64,Strategy,1998.0,0.0,0.0,1.37,0.0
Pocket Pets,O3 Entertainment,DS,Simulation,2007.0,0.1,0.0,0.0,0.01
Pocket Pool,Conspiracy Entertainment,PSP,Action,2007.0,0.04,0.0,0.0,0.0
Pocket Soccer League: Calciobit,Nintendo,3DS,Sports,2012.0,0.0,0.0,0.11,0.0
Pocky & Rocky with Becky,Altron,GBA,Shooter,2001.0,0.05,0.02,0.0,0.0
Point Blank,Sony Computer Entertainment,PS,Shooter,1997.0,0.05,0.03,0.23,0.02
Point Blank 2,Namco Bandai Games,PS,Shooter,1998.0,0.02,0.02,0.0,0.0
Point Blank 3,Namco Bandai Games,PS,Shooter,2000.0,0.01,0.01,0.0,0.0
Point Blank DS (JP sales),Atari,DS,Shooter,2006.0,0.0,0.0,0.07,0.0
Point Blank DS (US sales),Atari,DS,Shooter,2006.0,0.05,0.0,0.0,0.0
PokePark 2: Wonders Beyond,Nintendo,Wii,Action,2011.0,0.26,0.19,0.27,0.04
Pokemon Battle Revolution,Nintendo,Wii,Role-Playing,2006.0,0.78,0.37,0.3,0.13
Pokemon Black 2/Pokemon White 2,Nintendo,DS,Role-Playing,2012.0,2.79,1.72,3.14,0.41
Pokemon Black/Pokemon White,Nintendo,DS,Role-Playing,2010.0,5.51,3.17,5.65,0.8
Pokemon Box: Ruby & Sapphire,Nintendo,GC,Misc,2003.0,0.0,0.0,0.27,0.01
Pokemon Card GB2: Here Comes Team GR!,Nintendo,GB,Strategy,2001.0,0.0,0.0,0.89,0.0
Pokemon Channel,Nintendo,GC,Adventure,2003.0,0.24,0.06,0.07,0.01
Pokemon Conquest,Nintendo,DS,Role-Playing,2012.0,0.56,0.05,0.37,0.04
Pokemon Dash,Nintendo,DS,Racing,2004.0,0.21,0.14,0.38,0.04
Pokemon Diamond/Pokemon Pearl,Nintendo,DS,Role-Playing,2006.0,6.38,4.46,6.04,1.36
Pokemon FireRed/Pokemon LeafGreen,Nintendo,GBA,Role-Playing,2004.0,4.34,2.65,3.15,0.35
Pokemon Gold/Pokemon Silver,Nintendo,GB,Role-Playing,1999.0,9.0,6.18,7.2,0.71
Pokemon HeartGold/Pokemon SoulSilver,Nintendo,DS,Action,2009.0,4.34,2.71,3.96,0.76
Pokemon Mystery Dungeon: Explorers of Sky,Nintendo,DS,Role-Playing,2009.0,0.57,0.43,0.44,0.12
Pokemon Mystery Dungeon: Explorers of Time/Explorers of Darkness,Nintendo,DS,Role-Playing,2007.0,1.83,1.19,1.54,0.37
Pokemon Mystery Dungeon: Gates to Infinity,Nintendo,3DS,Role-Playing,2012.0,0.44,0.29,0.47,0.07
Pokemon Mystery Dungeon: Red/Blue Rescue Team,Nintendo,GBA,Role-Playing,2005.0,0.71,0.52,0.74,0.08
Pokemon Omega Ruby/Pokemon Alpha Sapphire,Nintendo,3DS,Role-Playing,2014.0,4.35,3.49,3.1,0.74
Pokemon Pinball,Nintendo,GB,Misc,1999.0,3.02,1.12,1.01,0.16
Pokemon Pinball: Ruby & Sapphire,Nintendo,GBA,Misc,2003.0,0.68,0.38,0.44,0.05
Pokemon Puzzle League,Nintendo,N64,Puzzle,2000.0,0.36,0.08,0.0,0.01
Pokemon Ranger,Nintendo,DS,Role-Playing,2006.0,1.28,0.03,0.73,0.12
Pokemon Ranger: Guardian Signs,Nintendo,DS,Role-Playing,2010.0,0.5,0.16,0.58,0.05
Pokemon Ranger: Shadows of Almia,Nintendo,DS,Role-Playing,2008.0,0.94,0.53,0.62,0.18
Pokemon Red/Pokemon Blue,Nintendo,GB,Role-Playing,1996.0,11.27,8.89,10.22,1.0
Pokemon Ruby/Pokemon Sapphire,Nintendo,GBA,Role-Playing,2002.0,6.06,3.9,5.38,0.5
Pokemon Rumble Blast,Nintendo,3DS,Action,2011.0,0.47,0.26,0.35,0.07
Pokemon Rumble World,Nintendo,3DS,Action,2015.0,0.0,0.01,0.08,0.0
Pokemon Snap,Nintendo,N64,Simulation,1999.0,2.23,0.68,0.66,0.06
Pokemon Stadium,Nintendo,N64,Strategy,1999.0,3.18,1.24,0.94,0.09
Pokemon Super Mystery Dungeon,Nintendo,3DS,Role-Playing,2015.0,0.48,0.35,0.34,0.08
Pokemon Trozei!,Nintendo,DS,Puzzle,2005.0,0.25,0.0,0.31,0.02
Pokemon X/Pokemon Y,Nintendo,3DS,Role-Playing,2013.0,5.28,4.19,4.35,0.78
Pokemon XD: Gale of Darkness,Nintendo,GC,Role-Playing,2005.0,0.71,0.19,0.31,0.03
Poker for Dummies,Electronic Arts,PC,Misc,2008.0,0.0,0.01,0.0,0.0
Pokken Tournament,Namco Bandai Games,WiiU,Fighting,2016.0,0.5,0.26,0.17,0.08
PokéPark Wii: Pikachu's Adventure,Nintendo,Wii,Adventure,2009.0,0.53,0.16,0.42,0.06
Pokémon Beach Blank-out Blastoise / Go West Young Meowth Game Boy Advance Video,Nintendo,GBA,Misc,2004.0,0.12,0.05,0.0,0.0
Pokémon Colosseum,Nintendo,GC,Role-Playing,2003.0,1.21,0.57,0.7,0.07
Pokémon Crystal Version,Nintendo,GB,Role-Playing,2000.0,2.55,1.56,1.29,0.99
Pokémon Emerald Version,Nintendo,GBA,Role-Playing,2004.0,2.57,1.58,2.06,0.21
Pokémon I Choose You / Squirtle Squad Game Boy Advance Video,Nintendo,GBA,Misc,2004.0,0.13,0.05,0.0,0.0
Pokémon Mystery Dungeon: Blue Rescue Team,Nintendo,DS,Role-Playing,2005.0,1.15,0.04,0.83,0.0
Pokémon Mystery Dungeon: Red Rescue Team (US weekly sales),Nintendo,GBA,Role-Playing,2005.0,0.81,0.3,0.0,0.02
Pokémon Platinum Version,Nintendo,DS,Role-Playing,2008.0,2.76,1.72,2.69,0.54
Pokémon Stadium 2,Nintendo,N64,Strategy,2000.0,1.02,0.36,1.13,0.23
Pokémon Trading Card Game,Nintendo,GB,Strategy,1998.0,1.49,0.73,1.38,0.1
Pokémon Yellow: Special Pikachu Edition,Nintendo,GB,Role-Playing,1998.0,5.89,5.04,3.12,0.59
Pokémon: For Ho-Oh the Bells Toll!: Game Boy Advance Video,Nintendo,GBA,Misc,2004.0,0.09,0.03,0.0,0.0
Polar Bowler,Mumbo Jumbo,DS,Sports,2008.0,0.02,0.0,0.0,0.0
Polaris,Tigervision,2600,Action,1982.0,0.26,0.02,0.0,0.0
Polaris SnoCross,Vatical Entertainment,N64,Racing,2000.0,0.05,0.01,0.0,0.0
Polaris SnoCross,Vatical Entertainment,PS,Racing,2000.0,0.09,0.06,0.0,0.01
Polarium,Nintendo,DS,Puzzle,2004.0,0.13,0.01,0.11,0.01
Pole Position,Atari,2600,Racing,1982.0,1.1,0.07,0.0,0.01
Policenauts,Konami Digital Entertainment,3DO,Adventure,1995.0,0.0,0.0,0.06,0.0
Polly Pocket: Super Splash Island,Knowledge Adventure,GBA,Action,2003.0,0.17,0.06,0.0,0.0
Pong / Asteroids / Yars' Revenge,Zoo Digital Publishing,GBA,Misc,2005.0,0.05,0.02,0.0,0.0
Pong: The Next Level,Hasbro Interactive,PS,Puzzle,1998.0,0.56,0.38,0.0,0.07
Pony Friends,Eidos Interactive,DS,Simulation,2007.0,0.0,0.04,0.0,0.01
Pony Friends 2,Eidos Interactive,DS,Simulation,2009.0,0.21,0.09,0.0,0.03
Pony Friends 2,Eidos Interactive,PC,Simulation,2009.0,0.0,0.01,0.0,0.0
Pony Friends 2,Eidos Interactive,Wii,Simulation,2009.0,0.03,0.04,0.0,0.01
Pony Friends: Mini Breeds Edition,Eidos Interactive,DS,Simulation,2008.0,0.05,0.0,0.0,0.0
Pony Luv,GSP,DS,Simulation,2008.0,0.02,0.0,0.0,0.0
Pool Hall Pro,Playlogic Game Factory,Wii,Sports,2009.0,0.04,0.0,0.0,0.0
Pool Party,SouthPeak Games,Wii,Sports,2007.0,0.04,0.0,0.0,0.0
Pop Cutie! Street Fashion Simulation,Tecmo Koei,DS,Simulation,2008.0,0.06,0.0,0.0,0.0
Pop Cutie! Street Fashion Simulation (JP sales),Tecmo Koei,DS,Simulation,2008.0,0.0,0.0,0.03,0.0
Pop'n Music,Konami Digital Entertainment,Wii,Misc,2009.0,0.07,0.0,0.0,0.01
Pop'n Music 12 Iroha,Konami Digital Entertainment,PS2,Simulation,2006.0,0.0,0.0,0.02,0.0
Pop'n Music 13 Carnival,Konami Digital Entertainment,PS2,Simulation,2006.0,0.0,0.0,0.03,0.0
Pop'n Music 14 Fever!,Konami Digital Entertainment,PS2,Misc,2007.0,0.0,0.0,0.03,0.0
Pop'n Music Portable,Konami Digital Entertainment,PSP,Misc,2010.0,0.0,0.0,0.13,0.0
Pop'n Music Portable 2,Konami Digital Entertainment,PSP,Misc,2011.0,0.0,0.0,0.06,0.0
Pop'n TwinBee: Rainbow Bell Adventure,Konami Digital Entertainment,SNES,Platform,1993.0,0.0,0.0,0.06,0.0
PopCap Arcade Vol 1,PopCap Games,X360,Puzzle,2007.0,0.04,0.0,0.0,0.0
PopCap Arcade Vol 2,PopCap Games,X360,Misc,2009.0,0.03,0.0,0.0,0.0
PopCap Hits!,PopCap Games,X360,Misc,2011.0,0.0,0.02,0.0,0.0
PopCap Hits! Vol 2,Mastertronic,X360,Misc,2011.0,0.0,0.02,0.0,0.0
PopStar Guitar,Midway Games,Wii,Misc,2008.0,0.03,0.02,0.0,0.0
PopStar Guitar,XS Games,PS2,Misc,2008.0,0.02,0.01,0.0,0.0
Popeye,Nintendo,NES,Platform,1983.0,0.51,0.12,0.45,0.02
Popeye,Parker Bros.,2600,Platform,1982.0,0.5,0.03,0.0,0.01
Popeye: Rush for Spinach,Atari,GBA,Platform,2005.0,0.02,0.01,0.0,0.0
Populous DS,Rising Star Games,DS,Strategy,2008.0,0.07,0.0,0.02,0.01
Populous: The Beginning,Electronic Arts,PS,Strategy,1998.0,0.05,0.04,0.0,0.01
Porky's,20th Century Fox Video Games,2600,Action,1982.0,0.23,0.01,0.0,0.0
Porsche Challenge,Sony Computer Entertainment,PS,Racing,1997.0,0.05,0.03,0.0,0.01
Port Royale 2,Ascaron Entertainment GmbH,PC,Strategy,2004.0,0.0,0.03,0.0,0.01
Portable Island: Tenohira Resort,Namco Bandai Games,PSP,Simulation,2006.0,0.0,0.0,0.02,0.0
Portal 2,Valve,PS3,Shooter,2011.0,0.83,0.6,0.02,0.24
Portal 2,Valve Software,PC,Shooter,2011.0,0.33,0.32,0.0,0.1
Portal 2,Valve Software,X360,Shooter,2011.0,1.41,0.49,0.01,0.17
Portal Runner,3DO,PS2,Platform,2001.0,0.06,0.05,0.0,0.02
Post Mortem,Microids,PC,Adventure,2003.0,0.0,0.01,0.0,0.0
Postman Pat: Special Delivery Service,GSP,DS,Misc,2009.0,0.0,0.01,0.0,0.0
Poupee Girl DS,Alvion,DS,Misc,2009.0,0.0,0.0,0.02,0.0
Poupee Girl DS 2: Elegant Mint / Sweet Pink Style,Alvion,DS,Misc,2010.0,0.0,0.0,0.02,0.0
Power Gig: Rise of the SixString,Unknown,PS3,Misc,2010.0,0.13,0.0,0.0,0.01
Power Gig: Rise of the SixString,Unknown,X360,Misc,2010.0,0.11,0.0,0.0,0.01
Power Play Pool,System 3 Arcade Software,DS,Sports,2006.0,0.03,0.0,0.0,0.0
Power Pocket Koushien,Konami Digital Entertainment,DS,Sports,2005.0,0.0,0.0,0.1,0.0
Power Poke Dash,Konami Digital Entertainment,GBA,Sports,2006.0,0.0,0.0,0.03,0.0
Power Pro GB,Konami Digital Entertainment,GB,Sports,1998.0,0.0,0.0,0.07,0.0
Power Pro Kun Pocket,Konami Digital Entertainment,GB,Sports,1999.0,0.0,0.0,0.17,0.0
Power Pro Kun Pocket 1+2,Konami Digital Entertainment,GBA,Sports,2004.0,0.0,0.0,0.14,0.0
Power Pro Kun Pocket 10,Konami Digital Entertainment,DS,Sports,2007.0,0.0,0.0,0.3,0.0
Power Pro Kun Pocket 11,Konami Digital Entertainment,DS,Sports,2008.0,0.0,0.0,0.29,0.0
Power Pro Kun Pocket 12,Konami Digital Entertainment,DS,Sports,2009.0,0.0,0.0,0.19,0.0
Power Pro Kun Pocket 13,Konami Digital Entertainment,DS,Sports,2010.0,0.0,0.0,0.13,0.0
Power Pro Kun Pocket 14,Konami Digital Entertainment,DS,Sports,2011.0,0.0,0.0,0.12,0.0
Power Pro Kun Pocket 2,Konami Digital Entertainment,GB,Sports,2000.0,0.0,0.0,0.25,0.0
Power Pro Kun Pocket 3,Konami Digital Entertainment,GBA,Sports,2001.0,0.0,0.0,0.27,0.01
Power Pro Kun Pocket 4,Konami Digital Entertainment,GBA,Sports,2002.0,0.0,0.0,0.29,0.01
Power Pro Kun Pocket 5,Konami Digital Entertainment,GBA,Sports,2003.0,0.0,0.0,0.25,0.01
Power Pro Kun Pocket 6,Konami Digital Entertainment,GBA,Sports,2003.0,0.0,0.0,0.29,0.01
Power Pro Kun Pocket 8,Konami Digital Entertainment,DS,Sports,2005.0,0.0,0.0,0.14,0.0
Power Pro Kun Pocket 9,Konami Digital Entertainment,DS,Sports,2006.0,0.0,0.0,0.15,0.0
Power Pro Success Legends,Konami Digital Entertainment,PSP,Sports,2010.0,0.0,0.0,0.06,0.0
Power Rangers Double Pack,THQ,GBA,Action,2005.0,0.11,0.04,0.0,0.0
Power Rangers Samurai,Namco Bandai Games,DS,Action,2011.0,0.26,0.04,0.0,0.02
Power Rangers Samurai,Namco Bandai Games,Wii,Action,2011.0,0.27,0.02,0.0,0.02
Power Rangers: Dino Thunder,THQ,GBA,Action,2003.0,0.35,0.13,0.0,0.01
Power Rangers: Dino Thunder,THQ,GC,Action,2004.0,0.31,0.08,0.0,0.01
Power Rangers: Dino Thunder,THQ,PS2,Action,2004.0,0.35,0.27,0.0,0.09
Power Rangers: Ninja Storm,THQ,GBA,Misc,2003.0,0.24,0.09,0.0,0.01
Power Rangers: S.P.D.,THQ,GBA,Action,2004.0,0.31,0.12,0.0,0.01
Power Rangers: Super Legends,Disney Interactive Studios,DS,Action,2007.0,0.08,0.02,0.0,0.01
Power Rangers: Super Legends,Disney Interactive Studios,PS2,Action,2007.0,0.07,0.06,0.0,0.02
Power Rangers: Time Force,THQ,GBA,Action,2001.0,0.14,0.05,0.0,0.0
Power Rangers: Time Force,THQ,PS,Action,2001.0,0.18,0.12,0.0,0.02
Power Rangers: Wild Force,THQ,GBA,Action,2002.0,0.15,0.05,0.0,0.0
Power Shovel,JVC,PS,Action,2000.0,0.03,0.02,0.0,0.0
Power Spike Pro Beach Volleyball,Infogrames,PS,Sports,2000.0,0.03,0.02,0.0,0.0
Power Stakes,Aques,PS,Sports,1997.0,0.0,0.0,0.15,0.01
Power Stone,Eidos Interactive,DC,Fighting,1998.0,0.0,0.0,0.14,0.0
Power Stone Collection,Capcom,PSP,Action,2006.0,0.08,0.0,0.0,0.01
PowerSlave,BMG Interactive Entertainment,PS,Shooter,1996.0,0.02,0.01,0.0,0.0
PowerUp Heroes,Ubisoft,X360,Fighting,2011.0,0.18,0.09,0.0,0.03
Powerbike,Majesco Entertainment,DS,Racing,2009.0,0.01,0.0,0.0,0.0
Powerdrome,Evolved Games,PS2,Racing,2004.0,0.03,0.02,0.0,0.01
Powerdrome,Evolved Games,XB,Racing,2004.0,0.01,0.0,0.0,0.0
Powerful Golf,Konami Digital Entertainment,DS,Sports,2011.0,0.0,0.0,0.05,0.0
Poy Poy,Konami Digital Entertainment,PS,Action,1997.0,0.01,0.01,0.0,0.0
Poyo Poyo Kansatsu Nikki,IE Institute,3DS,Action,2012.0,0.0,0.0,0.02,0.0
Practise English!,Nintendo,DS,Misc,2007.0,0.0,0.0,0.73,0.0
Praetorians,Eidos Interactive,PC,Strategy,2003.0,0.0,0.04,0.0,0.0
Predator: Concrete Jungle,Vivendi Games,PS2,Action,2005.0,0.1,0.07,0.0,0.03
Predator: Concrete Jungle,Vivendi Games,XB,Action,2005.0,0.07,0.02,0.0,0.0
Prehistorik Man,THQ,GBA,Platform,2001.0,0.01,0.01,0.0,0.0
Press Your Luck 2010 Edition,Ubisoft,DS,Misc,2009.0,0.18,0.0,0.0,0.01
Press Your Luck 2010 Edition,Ubisoft,Wii,Misc,2009.0,0.33,0.0,0.0,0.03
Pressure Cooker,Activision,2600,Action,1982.0,0.14,0.01,0.0,0.0
Pretty Cure All Stars Everyone Gather ? Let's Dance!,Namco Bandai Games,Wii,Misc,2013.0,0.0,0.0,0.05,0.0
Pretty Rhythm Rainbow Live: Kira Kira My * Design,Takara Tomy,3DS,Misc,2013.0,0.0,0.0,0.08,0.0
Pretty Rhythm: My Deco Rainbow Wedding,Takara Tomy,3DS,Misc,2013.0,0.0,0.0,0.08,0.0
Prey,Take-Two Interactive,PC,Shooter,2006.0,0.0,0.03,0.0,0.01
Prey,Take-Two Interactive,X360,Shooter,2006.0,0.27,0.03,0.0,0.03
Prey the Stars,Tecmo Koei,DS,Action,2008.0,0.07,0.0,0.0,0.01
PriPara & Pretty Rhythm: PriPara de Tsukaeru Oshare Item 1450!,Namco Bandai Games,3DS,Action,2015.0,0.0,0.0,0.03,0.0
PriPara Mezase! Idol Grand Prix No.1!,Takara Tomy,3DS,Misc,2015.0,0.0,0.0,0.11,0.0
Pride FC: Fighting Championships,THQ,PS2,Fighting,2003.0,0.15,0.11,0.0,0.04
Primal,Sony Computer Entertainment,PS2,Action,2003.0,0.21,0.17,0.0,0.06
Primal Rage,Time Warner Interactive,PS,Fighting,1994.0,0.06,0.04,0.0,0.01
Prince of Persia,Ubisoft,PS3,Action,2008.0,0.47,0.4,0.03,0.17
Prince of Persia,Ubisoft,X360,Action,2008.0,0.54,0.34,0.02,0.1
Prince of Persia (2008),Ubisoft,PC,Action,2008.0,0.0,0.02,0.0,0.0
Prince of Persia Trilogy,Ubisoft,PS3,Action,2010.0,0.17,0.24,0.0,0.09
Prince of Persia: Revelations,Ubisoft,PSP,Adventure,2005.0,0.18,0.01,0.0,0.02
Prince of Persia: Rival Swords,Ubisoft,PSP,Action,2007.0,0.08,0.02,0.0,0.01
Prince of Persia: Rival Swords,Ubisoft,Wii,Action,2007.0,0.24,0.02,0.0,0.02
Prince of Persia: The Fallen King,Ubisoft,DS,Action,2008.0,0.06,0.0,0.0,0.0
Prince of Persia: The Forgotten Sands,Ubisoft,DS,Action,2010.0,0.14,0.01,0.0,0.01
Prince of Persia: The Forgotten Sands,Ubisoft,PC,Action,2010.0,0.0,0.03,0.0,0.0
Prince of Persia: The Forgotten Sands,Ubisoft,PS3,Action,2010.0,0.19,0.36,0.01,0.12
Prince of Persia: The Forgotten Sands,Ubisoft,PSP,Action,2010.0,0.09,0.18,0.01,0.1
Prince of Persia: The Forgotten Sands,Ubisoft,Wii,Action,2010.0,0.1,0.11,0.0,0.02
Prince of Persia: The Forgotten Sands,Ubisoft,X360,Action,2010.0,0.3,0.26,0.0,0.06
Prince of Persia: The Sands of Time,Ubisoft,GBA,Action,2003.0,0.11,0.04,0.0,0.0
Prince of Persia: The Sands of Time,Ubisoft,GC,Action,2003.0,0.25,0.06,0.0,0.01
Prince of Persia: The Sands of Time,Ubisoft,PS2,Action,2003.0,0.88,1.03,0.0,0.31
Prince of Persia: The Sands of Time,Ubisoft,XB,Action,2003.0,0.57,0.33,0.0,0.04
Prince of Persia: The Two Thrones,Ubisoft,GC,Action,2005.0,0.11,0.03,0.0,0.0
Prince of Persia: The Two Thrones,Ubisoft,PS2,Action,2005.0,0.57,0.02,0.0,0.09
Prince of Persia: The Two Thrones,Ubisoft,XB,Action,2005.0,0.33,0.22,0.0,0.03
Prince of Persia: Warrior Within,Ubisoft,GC,Action,2004.0,0.15,0.04,0.0,0.01
Prince of Persia: Warrior Within,Ubisoft,PS2,Action,2004.0,0.54,0.88,0.0,0.22
Prince of Persia: Warrior Within,Ubisoft,XB,Action,2004.0,0.48,0.28,0.0,0.04
Prince of Stride,Kadokawa Games,PSV,Adventure,2015.0,0.0,0.0,0.02,0.0
Princess Arthur,Idea Factory,PSP,Misc,2013.0,0.0,0.0,0.01,0.0
Princess Debut,Cave,DS,Misc,2008.0,0.1,0.0,0.0,0.01
Princess Frontier Portable,Alchemist,PSP,Adventure,2011.0,0.0,0.0,0.02,0.0
Princess Isabella: A Witch's Curse,Destineer,Wii,Adventure,2010.0,0.02,0.0,0.0,0.0
Princess Isabella: A Witch's Curse,GSP,DS,Adventure,2010.0,0.05,0.03,0.0,0.01
Princess Maker 2,Micro Cabin,SAT,Simulation,1995.0,0.0,0.0,0.08,0.0
Princess Maker: Yumemiru Yosei,Sony Computer Entertainment,PS,Strategy,1997.0,0.0,0.0,0.18,0.01
"Princess Natasha: Student, Secret Agent, Princess",Zoo Digital Publishing,DS,Action,2006.0,0.03,0.0,0.0,0.0
Princess Saver! Eternal Love for My Lady,Comfort,PS2,Adventure,2010.0,0.0,0.0,0.02,0.0
Princess in Love,DTP Entertainment,DS,Simulation,2009.0,0.07,0.0,0.0,0.01
Princess on Ice,505 Games,DS,Sports,2008.0,0.04,0.01,0.0,0.0
"Prinny 2: Dawn of Operation Panties, Dood!",Nippon Ichi Software,PSP,Platform,2010.0,0.05,0.0,0.03,0.01
Prinny: Can I Really Be the Hero?,Tecmo Koei,PSP,Platform,2008.0,0.03,0.0,0.05,0.01
Prism Ark: Awake,5pb,PS2,Adventure,2008.0,0.0,0.0,0.02,0.0
Prism: Light the Way,Eidos Interactive,DS,Puzzle,2007.0,0.05,0.0,0.0,0.0
Prison Architect,Introversion Software,PS4,Action,2016.0,0.01,0.01,0.0,0.01
Prison Break: The Conspiracy,Deep Silver,PS3,Action,2010.0,0.05,0.15,0.0,0.05
Prison Break: The Conspiracy,Deep Silver,X360,Action,2010.0,0.07,0.11,0.0,0.02
Prisoner of War,Atari,XB,Adventure,2002.0,0.06,0.02,0.0,0.0
Pro Angler Moves,"Interworks Unlimited, Inc.",PS3,Sports,2012.0,0.01,0.0,0.0,0.0
Pro Baseball Spirits 2015,Konami Digital Entertainment,PS3,Action,2015.0,0.0,0.0,0.15,0.0
Pro Baseball Spirits 2015,Konami Digital Entertainment,PSV,Action,2015.0,0.0,0.0,0.13,0.0
Pro Cast Sports Fishing,Capcom,XB,Sports,2003.0,0.02,0.01,0.0,0.0
Pro Cycling Manager 2016,Focus Home Interactive,PC,Sports,2016.0,0.0,0.03,0.0,0.0
Pro Cycling Manager 2016,Focus Home Interactive,PS4,Sports,2016.0,0.0,0.07,0.0,0.01
Pro Evolution Soccer,Konami Digital Entertainment,PS2,Sports,2001.0,0.06,0.9,0.53,0.27
Pro Evolution Soccer 2008,Konami Digital Entertainment,PS2,Sports,2007.0,0.05,0.0,0.64,2.93
Pro Evolution Soccer 2008,Konami Digital Entertainment,PS3,Sports,2007.0,0.04,1.1,0.32,0.13
Pro Evolution Soccer 2008,Konami Digital Entertainment,PSP,Sports,2008.0,0.02,0.53,0.19,0.25
Pro Evolution Soccer 2008,Konami Digital Entertainment,Wii,Sports,2008.0,0.09,0.84,0.11,0.15
Pro Evolution Soccer 2008,Konami Digital Entertainment,X360,Sports,2007.0,0.08,0.9,0.04,0.05
Pro Evolution Soccer 2008 (JP sales),Konami Digital Entertainment,DS,Sports,2007.0,0.0,0.0,0.08,0.0
Pro Evolution Soccer 2010,Konami Digital Entertainment,PC,Sports,2009.0,0.0,0.01,0.0,0.0
Pro Evolution Soccer 2010,Konami Digital Entertainment,PS2,Sports,2009.0,0.1,0.18,0.12,1.16
Pro Evolution Soccer 2010,Konami Digital Entertainment,PS3,Sports,2009.0,0.3,1.27,0.46,0.26
