Name,Platform,Publisher,Genre,Release_Year,NA_Sales,EU_Sales,JP_Sales,Other_Sales
Marvel: Ultimate Alliance,X360,Activision,Role-Playing,2006.0,2.29,0.02,0.0,0.19
Marvel: Ultimate Alliance,PS2,Activision,Role-Playing,2006.0,0.69,0.03,0.0,0.11
Marvel: Ultimate Alliance,Wii,Activision,Role-Playing,2006.0,0.37,0.01,0.0,0.03
Marvel: Ultimate Alliance,PSP,Activision,Role-Playing,2006.0,0.33,0.0,0.0,0.03
Marvel: Ultimate Alliance 2,PSP,Activision,Role-Playing,2009.0,0.17,0.04,0.0,0.04
Marvel: Ultimate Alliance 2,DS,Activision,Role-Playing,2009.0,0.16,0.03,0.0,0.02
Marvel: Ultimate Alliance 2,Wii,Activision,Role-Playing,2009.0,0.26,0.05,0.0,0.03
Marvel: Ultimate Alliance 2,PS3,Activision,Role-Playing,2009.0,0.49,0.16,0.0,0.09
Marvel: Ultimate Alliance 2,X360,Activision,Role-Playing,2009.0,0.68,0.15,0.0,0.08
Marvel: Ultimate Alliance 2,PS2,Activision,Role-Playing,2009.0,0.23,0.02,0.0,0.16
Mary King's Riding School,DS,Ghostlight,Simulation,2008.0,0.0,0.02,0.0,0.0
Mary King's Riding School 2,Wii,Midas Interactive Entertainment,Simulation,2009.0,0.0,0.02,0.0,0.0
Mary-Kate and Ashley: Crush Course,PS,Acclaim Entertainment,Action,2001.0,0.08,0.05,0.0,0.01
Mary-Kate and Ashley: Girls Night Out,GBA,Acclaim Entertainment,Misc,2002.0,0.15,0.05,0.0,0.0
Mary-Kate and Ashley: Magical Mystery Mall,PS,Acclaim Entertainment,Adventure,2000.0,0.36,0.24,0.0,0.04
Mary-Kate and Ashley: Sweet 16 - Licenced to Drive,PS2,Acclaim Entertainment,Misc,2002.0,0.11,0.08,0.0,0.03
Mary-Kate and Ashley: Sweet 16 - Licenced to Drive,GC,Acclaim Entertainment,Misc,2003.0,0.17,0.04,0.0,0.01
Mary-Kate and Ashley: Winners Circle,PS,Acclaim Entertainment,Action,2001.0,0.08,0.05,0.0,0.01
Mashiro Iro Symphony: *mutsu-no-hana,PSP,Comfort,Adventure,2011.0,0.0,0.0,0.03,0.0
Mass Destruction,PS,BMG Interactive Entertainment,Shooter,1997.0,0.06,0.04,0.0,0.01
Mass Effect,PC,Electronic Arts,Role-Playing,2008.0,0.0,0.59,0.0,0.09
Mass Effect 2,PC,Electronic Arts,Role-Playing,2010.0,0.01,0.32,0.0,0.07
Mass Effect 3,PC,Electronic Arts,Role-Playing,2012.0,0.4,0.44,0.0,0.13
Mass Effect 3,WiiU,Electronic Arts,Role-Playing,2012.0,0.14,0.11,0.0,0.02
Mass Effect Trilogy,PC,Electronic Arts,Action,2012.0,0.09,0.16,0.0,0.03
Mass Effect Trilogy,PS3,Electronic Arts,Action,2012.0,0.37,0.0,0.0,0.04
Mass Effect Trilogy,X360,Electronic Arts,Action,2012.0,0.28,0.1,0.0,0.03
Master Jin Jin's IQ Challenge,DS,505 Games,Misc,2006.0,0.13,0.0,0.0,0.01
Master of Monsters: Disciples of Gaia,PS,Agetec,Strategy,1997.0,0.02,0.01,0.0,0.0
Master of the Monster Lair,DS,Rising Star Games,Role-Playing,2007.0,0.1,0.0,0.0,0.01
Mat Hoffman's Pro BMX,GBA,Activision,Sports,2001.0,0.19,0.07,0.0,0.0
Mat Hoffman's Pro BMX,PS,Activision,Sports,2001.0,0.3,0.2,0.0,0.04
Mat Hoffman's Pro BMX 2,PS2,Activision,Sports,2002.0,0.23,0.18,0.0,0.06
Mat Hoffman's Pro BMX 2,GBA,Activision,Sports,2002.0,0.11,0.04,0.0,0.0
Mat Hoffman's Pro BMX 2,XB,Activision,Sports,2002.0,0.15,0.04,0.0,0.01
Mat Hoffman's Pro BMX 2,GC,Activision,Sports,2002.0,0.03,0.01,0.0,0.0
Mata Hari: Betrayal is only a Kiss Away,PC,DTP Entertainment,Adventure,2008.0,0.0,0.02,0.0,0.0
Match 3 Madness,DS,Foreign Media Games,Puzzle,2010.0,0.0,0.05,0.0,0.01
Matchbox Cross Town Heroes,GBA,THQ,Racing,2002.0,0.12,0.04,0.0,0.0
Math Blaster in the Prime Adventure,DS,Majesco Entertainment,Misc,2009.0,0.09,0.0,0.0,0.01
Math Play,DS,Ubisoft,Puzzle,2006.0,0.28,0.0,0.0,0.02
Mathews Bowhunting,Wii,Zoo Games,Sports,2010.0,0.18,0.0,0.0,0.01
Mawashite Tsunageru Touch Panic,DS,Nintendo,Puzzle,2006.0,0.0,0.0,0.05,0.0
Max & the Magic Marker,Wii,Unknown,Platform,2011.0,0.0,0.04,0.0,0.0
Max & the Magic Marker,DS,Unknown,Platform,2011.0,0.0,0.06,0.0,0.0
Max Payne,PC,Take-Two Interactive,Shooter,2001.0,0.0,0.02,0.0,0.0
Max Payne,XB,Take-Two Interactive,Shooter,2001.0,0.98,0.19,0.0,0.05
Max Payne,GBA,Take-Two Interactive,Shooter,2003.0,0.02,0.01,0.0,0.0
Max Payne 2: The Fall of Max Payne,PS2,Take-Two Interactive,Shooter,2003.0,0.65,0.51,0.0,0.17
Max Payne 2: The Fall of Max Payne,XB,Take-Two Interactive,Shooter,2003.0,0.47,0.15,0.0,0.02
Max Payne 2: The Fall of Max Payne,PC,Take-Two Interactive,Shooter,2003.0,0.0,0.02,0.0,0.0
Max Payne 3,PC,Take-Two Interactive,Shooter,2012.0,0.15,0.22,0.0,0.06
Maximo vs Army of Zin,PS2,Capcom,Platform,2003.0,0.1,0.08,0.0,0.03
Maximo: Ghosts to Glory,PS2,Capcom,Platform,2001.0,0.38,0.29,0.0,0.1
Maximum Capacity: Hotel Giant,PC,JoWood Productions,Strategy,2002.0,0.0,0.02,0.0,0.0
Maximum Chase,XB,Microsoft Game Studios,Racing,2002.0,0.05,0.02,0.0,0.0
Maximum Force,PS,GT Interactive,Shooter,1997.0,0.06,0.04,0.0,0.01
Maximum Racing: Crash Car Racer,Wii,Nordic Games,Racing,2010.0,0.01,0.01,0.0,0.0
Maximum Racing: Drag & Stock Racer,Wii,Nordic Games,Racing,2010.0,0.03,0.0,0.0,0.0
Maximum Racing: GP Classic Racing,Wii,Nordic Games,Racing,2010.0,0.03,0.0,0.0,0.0
May's Mystery: Forbidden Memories,DS,Mastertronic,Puzzle,2011.0,0.05,0.04,0.0,0.01
Mayhem 3D,PS3,Evolved Games,Racing,2011.0,0.05,0.0,0.0,0.01
Mayhem 3D,X360,Evolved Games,Racing,2011.0,0.06,0.0,0.0,0.0
Mazes of Fate DS,DS,Graffiti,Role-Playing,2008.0,0.04,0.0,0.0,0.0
McDROID,PSP,Namco Bandai Games,Strategy,2011.0,0.0,0.0,0.05,0.0
McDROID,Wii,Namco Bandai Games,Strategy,2011.0,0.0,0.0,0.12,0.0
McGrath Vs. Pastrana Freestyle Motocross,PS,Acclaim Entertainment,Racing,2000.0,0.14,0.1,0.0,0.02
Me & My Katamari,PSP,Namco Bandai Games,Puzzle,2005.0,0.13,0.02,0.08,0.0
Meccha! Taiko no Tatsujin Master DS: 7-tsu no Shima no Daibouken,DS,Namco Bandai Games,Misc,2008.0,0.0,0.0,0.65,0.0
MechAssault,XB,Microsoft Game Studios,Simulation,2002.0,1.01,0.1,0.0,0.03
MechAssault 2: Lone Wolf,XB,Microsoft Game Studios,Simulation,2004.0,0.27,0.08,0.0,0.01
MechAssault: Phantom War,DS,Majesco Entertainment,Simulation,2006.0,0.03,0.0,0.0,0.0
MechWarrior 2: 31st Century Combat,PS,Activision,Simulation,1997.0,0.2,0.14,0.0,0.02
Mechanic Escape,PS3,D3Publisher,Platform,2012.0,0.0,0.0,0.04,0.0
Mechanic Master,DS,Midway Games,Puzzle,2008.0,0.1,0.0,0.0,0.01
Mechanic Master 2,DS,Crave Entertainment,Puzzle,2010.0,0.02,0.0,0.0,0.0
Medabots 8,3DS,Rocket Company,Role-Playing,2014.0,0.0,0.0,0.07,0.0
Medabots 9: Metabee / Rokusho,3DS,Rocket Company,Role-Playing,2015.0,0.0,0.0,0.03,0.0
Medabots AX: Metabee,GBA,Natsume,Role-Playing,2002.0,0.18,0.07,0.0,0.0
Medabots Dual: Kabuto / Kuwagata,3DS,Rocket Company,Role-Playing,2013.0,0.0,0.0,0.08,0.0
Medabots Girls Mission: Metabee Ver. / Rokusho Ver.,3DS,Rocket Company,Role-Playing,2016.0,0.0,0.0,0.03,0.0
Medabots: Infinity,GC,Ubisoft,Role-Playing,2003.0,0.04,0.01,0.0,0.0
Medabots: Metabee,GBA,Natsume,Role-Playing,2002.0,0.04,0.01,0.0,0.0
Medal of Honor,PC,Electronic Arts,Shooter,2010.0,0.2,0.23,0.0,0.07
Medal of Honor,PS,Electronic Arts,Shooter,1998.0,1.44,1.09,0.0,0.14
Medal of Honor European Assault,GC,Electronic Arts,Shooter,2005.0,0.19,0.05,0.0,0.01
Medal of Honor: Airborne,PC,Electronic Arts,Shooter,2007.0,0.0,0.04,0.0,0.01
Medal of Honor: European Assault,XB,Electronic Arts,Shooter,2005.0,0.32,0.19,0.0,0.02
Medal of Honor: European Assault (weekly JP sales),PS2,Electronic Arts,Shooter,2005.0,0.0,0.0,0.05,0.0
Medal of Honor: Frontline,GC,Electronic Arts,Shooter,2002.0,0.46,0.12,0.0,0.02
Medal of Honor: Frontline,XB,Electronic Arts,Shooter,2002.0,1.0,0.43,0.0,0.06
Medal of Honor: Infiltrator,GBA,Electronic Arts,Shooter,2003.0,0.11,0.04,0.0,0.0
Medal of Honor: Rising Sun,GC,Electronic Arts,Shooter,2003.0,0.33,0.09,0.0,0.01
Medal of Honor: Rising Sun,XB,Electronic Arts,Shooter,2003.0,0.76,0.36,0.0,0.05
Medal of Honor: Underground,PS,Electronic Arts,Shooter,2000.0,0.54,0.37,0.0,0.06
Medal of Honor: Underground,GBA,Zoo Digital Publishing,Shooter,2002.0,0.05,0.02,0.0,0.0
Medal of Honor: Vanguard,PS2,Electronic Arts,Shooter,2007.0,0.0,0.0,0.03,0.0
Medal of Honor: Vanguard,Wii,Electronic Arts,Shooter,2007.0,0.06,0.03,0.0,0.01
Medal of Honor: Warfighter,PC,Electronic Arts,Action,2012.0,0.14,0.15,0.0,0.04
Medalot 7,3DS,Rocket Company,Action,2012.0,0.0,0.0,0.13,0.0
Medarot 2: Kabuto / Kuwagata Version,GB,Imagineer,Role-Playing,1999.0,0.0,0.0,0.54,0.0
Medarot 3: Kabuto / Kuwagata Version,GB,Imagineer,Role-Playing,2000.0,0.0,0.0,0.27,0.0
Medarot 4: Kabuto / Kuwagata Version,GB,Imagineer,Role-Playing,2001.0,0.0,0.0,0.12,0.0
Medarot 9: Kabuto Ver. / Kuwagata Ver.,3DS,Rocket Company,Role-Playing,2015.0,0.0,0.0,0.03,0.0
Medarot DS: Kabuto / Kuwagata Ver.,DS,Rocket Company,Role-Playing,2010.0,0.0,0.0,0.12,0.0
Medarot: Kabuto / Kuwagata Version,GB,Imagineer,Role-Playing,1997.0,0.0,0.0,0.4,0.0
MediEvil,PS,Sony Computer Entertainment,Platform,1998.0,0.46,0.31,0.0,0.05
MediEvil II,PS,Sony Computer Entertainment,Action,1999.0,0.21,0.14,0.0,0.02
MediEvil: Resurrection,PSP,Sony Computer Entertainment,Adventure,2005.0,0.19,0.41,0.0,0.22
Medieval Games,Wii,Vir2L Studios,Action,2009.0,0.14,0.01,0.0,0.01
Medieval II: Total War,PC,Sega,Strategy,2006.0,0.0,0.08,0.0,0.02
Medieval II: Total War Gold Edition,PC,Sega,Strategy,2008.0,0.0,0.33,0.0,0.03
Medieval Moves: Deadmund's Quest,PS3,Sony Computer Entertainment,Action,2011.0,0.13,0.12,0.0,0.05
Mega Brain Boost,DS,Majesco Entertainment,Puzzle,2008.0,0.01,0.0,0.0,0.0
Mega Man & Bass,GBA,Capcom,Platform,2002.0,0.16,0.06,0.0,0.0
Mega Man 2,NES,Capcom,Action,1988.0,0.93,0.15,0.42,0.01
Mega Man 3,NES,Capcom,Platform,1990.0,0.68,0.1,0.39,0.0
Mega Man 8 Anniversary Collector's Edition,SAT,Capcom,Platform,1997.0,0.0,0.0,0.06,0.0
Mega Man Anniversary Collection,PS2,Capcom,Platform,2004.0,0.29,0.22,0.0,0.08
Mega Man Anniversary Collection,XB,Capcom,Platform,2005.0,0.1,0.03,0.0,0.0
Mega Man Anniversary Collection,GC,Capcom,Platform,2004.0,0.32,0.08,0.0,0.01
Mega Man Battle Chip Challenge,GBA,Capcom,Misc,2003.0,0.08,0.03,0.0,0.0
Mega Man Battle Network 2,GBA,Ubisoft,Action,2002.0,0.22,0.08,0.0,0.01
Mega Man Battle Network 4: Red Sun / Blue Moon,GBA,Capcom,Role-Playing,2003.0,0.31,0.04,0.96,0.01
Mega Man Battle Network 5: Double Team DS (JP sales),DS,Nintendo,Role-Playing,2005.0,0.0,0.0,0.11,0.0
Mega Man Battle Network 5: Double Team DS (US sales),DS,Nintendo,Role-Playing,2005.0,0.07,0.0,0.0,0.0
Mega Man Battle Network 5: Team Colonel / Protoman,GBA,Capcom,Role-Playing,2004.0,0.16,0.06,0.0,0.0
Mega Man II,GB,Nintendo,Platform,1991.0,0.0,0.0,0.28,0.0
Mega Man Legacy Collection,3DS,Capcom,Platform,2016.0,0.13,0.0,0.05,0.02
Mega Man Legacy Collection,PS4,Capcom,Platform,2016.0,0.06,0.0,0.0,0.01
Mega Man Maverick Hunter X,PSP,Capcom,Platform,2005.0,0.27,0.01,0.0,0.03
Mega Man Network Transmission,GC,Capcom,Platform,2003.0,0.13,0.03,0.0,0.0
Mega Man Powered Up,PSP,Capcom,Platform,2006.0,0.12,0.01,0.0,0.02
Mega Man Soccer,SNES,Capcom,Sports,1993.0,0.04,0.01,0.13,0.0
Mega Man Star Force 3: Black Ace / Red Joker,DS,Capcom,Action,2008.0,0.22,0.0,0.22,0.02
Mega Man X,SNES,Capcom,Platform,1993.0,0.57,0.08,0.5,0.01
Mega Man X Collection,GC,Capcom,Misc,2006.0,0.1,0.03,0.0,0.0
Mega Man X3,SNES,Laguna,Action,1995.0,0.04,0.01,0.3,0.0
Mega Man X4,SAT,Capcom,Action,1997.0,0.0,0.0,0.07,0.0
Mega Man X8,PS2,Capcom,Platform,2004.0,0.14,0.11,0.0,0.04
Mega Man X: Command Mission,GC,Capcom,Role-Playing,2004.0,0.1,0.02,0.0,0.0
Mega Man X: Command Mission,PS2,Capcom,Role-Playing,2004.0,0.09,0.07,0.0,0.02
Mega Man Xtreme,GB,Capcom,Platform,2000.0,0.0,0.0,0.07,0.0
Mega Man Xtreme 2,GB,Capcom,Platform,2001.0,0.0,0.0,0.07,0.0
Mega Man Zero 3,GBA,Capcom,Platform,2004.0,0.16,0.06,0.0,0.0
Mega Man Zero 4,GBA,Capcom,Platform,2005.0,0.08,0.03,0.0,0.0
Mega Man: Battle & Chase,PS,Capcom,Racing,1997.0,0.0,0.0,0.06,0.0
Mega Man: Dr. Wily's Revenge,GB,Nintendo,Platform,1991.0,0.0,0.0,0.28,0.0
Mega Minis Volume 2,PSP,Sony Computer Entertainment,Misc,2011.0,0.0,0.02,0.0,0.01
Mega Minis Volume 3,PSP,Sony Computer Entertainment,Misc,2011.0,0.0,0.05,0.0,0.02
Megamania,2600,Activision,Shooter,1981.0,1.03,0.06,0.0,0.01
Megamind: Mega Team Unite,Wii,THQ,Adventure,2010.0,0.16,0.06,0.0,0.02
Megamind: The Blue Defender,DS,THQ,Adventure,2010.0,0.19,0.05,0.0,0.02
Megamind: The Blue Defender,PSP,THQ,Adventure,2010.0,0.08,0.03,0.0,0.02
Megamind: Ultimate Showdown,PS3,THQ,Action,2010.0,0.07,0.06,0.0,0.02
Megamind: Ultimate Showdown,X360,THQ,Action,2010.0,0.07,0.04,0.0,0.01
Megpoid the Music#,PSP,Asgard,Misc,2013.0,0.0,0.0,0.03,0.0
Meiji Toukyou Renka,PSP,Broccoli,Adventure,2013.0,0.0,0.0,0.02,0.0
Meiji Toukyou Renka: Twilight Kiss,PSP,Broccoli,Action,2015.0,0.0,0.0,0.02,0.0
Meikyuu Cross Blood: Reloaded,X360,Unknown,Action,2011.0,0.0,0.0,0.02,0.0
Meitantei Conan & Kindaichi Shounen no Jikenbou: Meguri au Futari no Meitantei,DS,Namco Bandai Games,Adventure,2009.0,0.0,0.0,0.08,0.0
Meitantei Conan: Aoki Houseki no Rinbukyoku,DS,Namco Bandai Games,Adventure,2011.0,0.0,0.0,0.06,0.0
Meitantei Conan: Kieta Hakase to Machigai Sagashi no Tou,DS,Namco Bandai Games,Adventure,2008.0,0.0,0.0,0.02,0.0
Meitantei Conan: Tantei Ryoku Trainer,DS,Namco Bandai Games,Misc,2007.0,0.0,0.0,0.06,0.0
Meitantei Evangelion,PS2,Broccoli,Adventure,2007.0,0.0,0.0,0.02,0.0
Melty Blood: Act Cadenza,PS2,Sega,Fighting,2006.0,0.0,0.0,0.11,0.0
Melty Blood: Actress Again,PS2,Ecole,Fighting,2009.0,0.0,0.0,0.06,0.0
Memories Off,PSP,5pb,Adventure,2008.0,0.0,0.0,0.01,0.0
Memories Off #5: Encore,PS2,CyberFront,Adventure,2007.0,0.0,0.0,0.02,0.0
Memories Off #5: Togireta Film,PSP,5pb,Adventure,2009.0,0.0,0.0,0.01,0.0
Memories Off 6: Next Relation,PS2,5pb,Adventure,2009.0,0.0,0.0,0.02,0.0
Memories Off 6: T-Wave,PS2,5pb,Adventure,2008.0,0.0,0.0,0.04,0.0
Memories Off: Sorekara Again,PS2,KID,Adventure,2006.0,0.0,0.0,0.02,0.0
Memories Off: Yubikiri no Kikou,PSP,5pb,Adventure,2011.0,0.0,0.0,0.02,0.0
Memories Off: Yubikiri no Kioku,X360,5pb,Adventure,2010.0,0.0,0.0,0.02,0.0
Men in Black II: Alien Escape,GC,Infogrames,Shooter,2003.0,0.01,0.0,0.0,0.0
Men in Black II: Alien Escape,PS2,Infogrames,Shooter,2002.0,0.24,0.19,0.0,0.06
Men in Black The Series: Crashdown,PS,Infogrames,Shooter,2001.0,0.03,0.02,0.0,0.0
Men of Valor,XB,Vivendi Games,Shooter,2004.0,0.19,0.05,0.0,0.01
Men of War,PC,505 Games,Strategy,2009.0,0.01,0.02,0.0,0.01
Men of War: Assault Squad,PC,1C Company,Strategy,2011.0,0.01,0.03,0.0,0.01
Men of War: Vietnam,PC,Unknown,Strategy,2011.0,0.0,0.03,0.0,0.01
Mercenaries: Playground of Destruction,XB,LucasArts,Action,2005.0,0.54,0.11,0.0,0.03
Mercenaries: Playground of Destruction,PS2,LucasArts,Action,2005.0,0.64,0.02,0.0,0.1
Mercury Meltdown,PSP,Atari,Action,2006.0,0.05,0.01,0.0,0.01
Mercury Meltdown Revolution,Wii,Ignition Entertainment,Action,2007.0,0.16,0.0,0.0,0.01
Meru Purana,PS,Gust,Strategy,1996.0,0.0,0.0,0.01,0.0
Merv Griffin's Crosswords,DS,ValuSoft,Puzzle,2008.0,0.03,0.0,0.0,0.0
Merv Griffin's Crosswords,Wii,THQ,Puzzle,2008.0,0.11,0.0,0.0,0.01
Mesaze!! Tsuri Master: Sekai ni Challenge! Hen,Wii,Hudson Soft,Sports,2008.0,0.0,0.0,0.02,0.0
Metal Arms: Glitch in the System,GC,Vivendi Games,Shooter,2003.0,0.08,0.02,0.0,0.0
Metal Arms: Glitch in the System,XB,Vivendi Games,Shooter,2003.0,0.13,0.04,0.0,0.01
Metal Arms: Glitch in the System,PS2,Vivendi Games,Shooter,2003.0,0.17,0.13,0.0,0.04
Metal Dungeon,XB,Xicat Interactive,Role-Playing,2002.0,0.02,0.01,0.0,0.0
Metal Fight Beyblade,DS,Hudson Soft,Action,2009.0,0.0,0.0,0.09,0.0
Metal Fight Beyblade Portable: Chouzetsu Tensei Vulcan Horses,PSP,Takara Tomy,Action,2010.0,0.0,0.0,0.02,0.0
Metal Fight Beyblade: Bakugami Susanoh Shuurai!,DS,Hudson Soft,Action,2010.0,0.0,0.0,0.05,0.0
Metal Fight Beyblade: Choujou Kessen! Big Bang Bladers,DS,Hudson Soft,Action,2010.0,0.0,0.0,0.02,0.0
Metal Gear Rising: Revengeance,X360,Konami Digital Entertainment,Action,2013.0,0.29,0.16,0.0,0.04
Metal Gear Solid,GB,Konami Digital Entertainment,Action,2000.0,0.0,0.0,0.07,0.0
Metal Gear Solid,PS,Konami Digital Entertainment,Action,1998.0,3.18,1.83,0.78,0.24
Metal Gear Solid 2: Sons of Liberty,PS2,Konami Digital Entertainment,Action,2001.0,2.45,2.01,0.87,0.72
Metal Gear Solid 3: Snake Eater,PS2,Konami Digital Entertainment,Action,2004.0,1.46,0.0,0.83,1.93
Metal Gear Solid 4: Guns of the Patriots,PS3,Konami Digital Entertainment,Action,2008.0,2.63,1.74,0.83,0.83
Metal Gear Solid HD Edition,PS3,Konami Digital Entertainment,Action,2011.0,0.0,0.0,0.1,0.0
Metal Gear Solid HD Edition,X360,Konami Digital Entertainment,Action,2011.0,0.0,0.0,0.01,0.0
Metal Gear Solid HD Edition,PSV,Konami Digital Entertainment,Action,2012.0,0.16,0.18,0.05,0.09
Metal Gear Solid Integral,PS,Konami Digital Entertainment,Adventure,1999.0,0.0,0.0,0.1,0.01
Metal Gear Solid V: Ground Zeroes,XOne,Konami Digital Entertainment,Action,2014.0,0.15,0.11,0.0,0.02
Metal Gear Solid V: The Phantom Pain,X360,Konami Digital Entertainment,Action,2015.0,0.12,0.08,0.0,0.02
Metal Gear Solid V: The Phantom Pain,PC,Konami Digital Entertainment,Action,2015.0,0.0,0.07,0.0,0.0
Metal Gear Solid V: The Phantom Pain,PS3,Konami Digital Entertainment,Action,2015.0,0.21,0.18,0.22,0.08
Metal Gear Solid VR Missions,PS,Konami Digital Entertainment,Adventure,1999.0,0.66,0.45,0.0,0.08
Metal Gear Solid: Peace Walker HD Edition,PS3,Konami Digital Entertainment,Action,2011.0,0.0,0.0,0.15,0.0
Metal Gear Solid: Social Ops,PS2,Konami Digital Entertainment,Action,2002.0,0.03,0.02,0.0,0.01
Metal Gear Solid: The Essential Collection,PS2,Konami Digital Entertainment,Adventure,2007.0,0.23,0.18,0.0,0.06
Metal Gear Solid: The Essential Collection (JP sales),PS2,Konami Digital Entertainment,Adventure,2007.0,0.0,0.0,0.03,0.0
Metal Gear Solid: The Twin Snakes,GC,Konami Digital Entertainment,Action,2004.0,0.3,0.08,0.07,0.01
Metal Max 2 Reloaded,DS,Unknown,Role-Playing,2011.0,0.0,0.0,0.05,0.0
Metal Max 3,DS,Enterbrain,Role-Playing,2010.0,0.0,0.0,0.13,0.0
Metal Max 4: Gekkou no Diva,3DS,Kadokawa Shoten,Role-Playing,2013.0,0.0,0.0,0.06,0.0
Metal Max Returns,SNES,Data East,Role-Playing,1995.0,0.0,0.0,0.04,0.0
Metal Saga,PS2,Success,Role-Playing,2005.0,0.01,0.01,0.0,0.0
Metal Saga: Hagane no Kisetsu,DS,Success,Role-Playing,2006.0,0.0,0.0,0.03,0.0
Metal Slug 3,XB,Ignition Entertainment,Shooter,2004.0,0.08,0.02,0.0,0.0
Metal Slug 4 & 5,XB,SNK Playmore,Shooter,2005.0,0.03,0.01,0.0,0.0
Metal Slug 4 & 5,PS2,SNK Playmore,Shooter,2005.0,0.05,0.04,0.0,0.01
Metal Slug Advance,GBA,Ignition Entertainment,Shooter,2004.0,0.06,0.02,0.0,0.0
Metal Slug Anthology,PS2,Ignition Entertainment,Shooter,2007.0,0.0,0.0,0.01,0.0
Metal Slug X,PS,Virgin Interactive,Shooter,2001.0,0.05,0.03,0.0,0.01
Metal Slug XX,PSP,DHM Interactive,Shooter,2009.0,0.03,0.0,0.0,0.0
Meteos: Disney Magic,DS,Disney Interactive Studios,Puzzle,2007.0,0.01,0.02,0.0,0.0
Metro 2033,PC,THQ,Shooter,2010.0,0.0,0.19,0.0,0.05
Metro 2033,X360,THQ,Shooter,2010.0,0.22,0.24,0.03,0.05
Metro: Last Light,PS4,Deep Silver,Action,2014.0,0.22,0.3,0.04,0.12
Metro: Last Light,PC,Deep Silver,Action,2013.0,0.06,0.11,0.0,0.02
Metro: Last Light,XOne,Deep Silver,Action,2014.0,0.15,0.13,0.0,0.03
Metroid,NES,Nintendo,Action,1986.0,1.33,0.31,1.04,0.05
Metroid Fusion,GBA,Nintendo,Action,2002.0,1.18,0.27,0.17,0.06
Metroid II: Return of Samus,GB,Nintendo,Adventure,1991.0,0.85,0.31,0.56,0.04
Metroid Prime,GC,Nintendo,Shooter,2002.0,1.96,0.67,0.1,0.09
Metroid Prime 2: Echoes,GC,Nintendo,Shooter,2004.0,0.87,0.35,0.07,0.04
Metroid Prime 3: Corruption,Wii,Nintendo,Shooter,2007.0,0.91,0.74,0.07,0.09
Metroid Prime Hunters,DS,Nintendo,Shooter,2006.0,0.58,0.04,0.11,0.06
Metroid Prime: Trilogy,Wii,Nintendo,Shooter,2009.0,0.43,0.05,0.0,0.14
Metroid: Zero Mission,GBA,Nintendo,Adventure,2004.0,0.6,0.22,0.0,0.01
MetropolisMania,PS2,Natsume,Strategy,2001.0,0.04,0.03,0.0,0.01
Mezase!! Tsuri Master DS,DS,Hudson Soft,Sports,2009.0,0.0,0.0,0.01,0.0
Mia Hamm Soccer 64,N64,THQ,Sports,2000.0,0.06,0.01,0.0,0.0
Miami Law,DS,Konami Digital Entertainment,Adventure,2009.0,0.1,0.0,0.0,0.01
Miami Nights: Singles in the City,DS,Ubisoft,Simulation,2008.0,0.08,0.0,0.0,0.01
Miami Vice: The Game,PSP,Activision,Shooter,2006.0,0.06,0.0,0.0,0.0
Michael Jackson: The Experience,PSP,Ubisoft,Misc,2010.0,0.11,0.03,0.0,0.02
Michael Jackson: The Experience,PSV,Ubisoft,Misc,2011.0,0.05,0.04,0.0,0.02
Michael Jackson: The Experience,DS,Ubisoft,Misc,2010.0,0.22,0.03,0.0,0.02
Michael Jackson: The Experience 3D,3DS,Ubisoft,Misc,2011.0,0.13,0.03,0.0,0.01
Michael Phelps: Push the Limit,X360,505 Games,Sports,2011.0,0.09,0.01,0.0,0.01
Mickey's Speedway USA (weekly JP sales),N64,Nintendo,Racing,2000.0,0.0,0.0,0.1,0.0
Micro Machines,PS2,Atari,Racing,2002.0,0.07,0.05,0.0,0.02
Micro Machines 64 Turbo,N64,Codemasters,Racing,1999.0,0.11,0.03,0.0,0.0
Micro Machines V3,PS,Codemasters,Racing,1997.0,0.06,0.04,0.0,0.01
Micro Machines V4,PS2,Codemasters,Racing,2006.0,0.01,0.0,0.0,0.0
Micro Machines V4,PSP,Codemasters,Racing,2006.0,0.01,0.0,0.0,0.0
Microsoft Flight Simulator,PC,Microsoft Game Studios,Simulation,1996.0,3.22,1.69,0.0,0.2
Microsoft Flight Simulator 2004: A Century of Flight,PC,Microsoft Game Studios,Simulation,2003.0,0.0,0.06,0.0,0.01
Microsoft Flight Simulator X,PC,Microsoft Game Studios,Simulation,2006.0,0.02,0.34,0.0,0.07
Microsoft Flight Simulator X Acceleration Expansion Pack,PC,Microsoft Game Studios,Simulation,2007.0,0.0,0.04,0.0,0.01
Microsoft Train Simulator,PC,Microsoft Game Studios,Simulation,2001.0,0.0,0.04,0.0,0.01
Middle-Earth: Shadow of Mordor,PC,Warner Bros. Interactive Entertainment,Action,2014.0,0.12,0.2,0.0,0.04
Middle-Earth: Shadow of Mordor,PS4,Warner Bros. Interactive Entertainment,Action,2014.0,1.01,1.41,0.05,0.53
Middle-Earth: Shadow of Mordor,X360,Warner Bros. Interactive Entertainment,Action,2014.0,0.28,0.21,0.0,0.05
Midnight Club 3: DUB Edition,XB,Take-Two Interactive,Racing,2005.0,0.61,0.1,0.0,0.03
Midnight Club 3: DUB Edition,PSP,Take-Two Interactive,Racing,2005.0,1.65,1.22,0.0,0.79
